brand,model,condition,transmission,body_type,fuel_type,price,mileage_km,engine_cc,age,district,has_trim
22,Yaris,3,0,5,4,5975000,135000,1300,17,4,0
22,Corolla,3,0,5,4,5875000,175000,1500,23,4,1
1,520d,3,0,5,0,17500000,76000,2000,14,4,0
5,CRV,3,0,4,4,16900000,130000,1500,7,4,1
20,A-Star,3,1,2,4,3875000,67000,1000,14,4,1
22,Hilux,0,0,4,0,28150000,0,2800,1,4,1
22,Land Cruiser Prado,2,0,4,4,51800000,14000,2800,3,4,1
1,520d,3,0,5,0,18500000,50800,1995,14,4,0
1,318i,2,0,5,4,24790000,24000,1500,7,4,1
22,Axio,3,0,5,2,9600000,209000,1500,11,10,1
22,Land Cruiser Sahara,3,0,4,0,46800000,95000,4600,15,6,1
22,Hilux,0,0,4,0,30300000,0,2800,1,4,1
4,Raptor Ranger,0,3,1,0,32900000,0,2000,1,4,1
22,Hilux,0,0,4,0,30700000,0,2800,1,4,1
22,Land Cruiser Prado,3,0,4,4,56000000,3200,2777,2,4,1
1,740Le,3,0,5,4,43500000,27000,2000,8,4,1
23,ID-4 STYLISH,3,0,4,1,21000000,34000,0,3,6,1
5,Civic,3,0,2,4,12600000,79000,1000,8,4,1
22,Premio,3,0,5,4,11000000,164000,1500,13,4,1
22,Hilux,0,3,4,0,25800000,0,2800,1,4,1
7,Other Model,0,0,2,4,11525000,100,1000,1,4,1
16,KUV 100,3,1,2,4,5600000,49000,1198,5,4,0
1,520d,3,0,5,0,26900000,160000,2000,13,14,0
14,Pajero,3,3,4,0,32500000,134000,3200,11,7,1
22,Land Cruiser Prado,2,0,4,4,58950000,4000,2700,2,4,1
22,Roomy,2,0,3,4,9200000,12000,1000,3,4,1
12,S350,3,3,5,4,19800000,166000,3500,15,4,1
8,Range Rover Sport,3,3,4,4,47500000,50000,2000,7,4,1
22,IST,3,0,2,4,6800000,116000,1500,17,6,1
6,Venue,0,3,4,4,13250000,0,1000,1,4,1
5,Vezel,2,0,4,2,18450000,12000,1500,2,4,1
0,A3,2,3,2,4,18000000,9600,1000,2,4,1
7,Carens,0,0,4,0,23175000,0,1500,1,4,1
5,Civic,3,0,4,4,11000000,64500,1000,9,4,0
5,CRV,3,0,4,4,6990000,132000,1999,22,17,1
22,Land Cruiser Prado,2,0,4,4,52500000,9000,2700,3,4,1
22,Vitz,3,0,2,4,5175000,157000,1000,17,4,0
22,Alphard,0,0,3,4,59500000,0,2500,2,4,1
22,Allion,3,0,5,4,6850000,175100,1500,23,4,1
1,X3,3,0,4,0,13950000,130000,2000,14,4,0
22,Raize,2,0,2,2,13850000,3200,1200,1,4,1
16,X55 II,0,3,4,4,15500000,0,1500,1,10,1
15,Sunny,3,0,5,4,3850000,197000,1592,26,12,1
22,Aqua,3,0,2,2,7525000,135000,1490,13,4,0
22,Vitz,3,0,2,4,5250000,62500,1000,19,12,0
21,Nano,3,1,2,4,1325000,51000,625,14,14,0
22,Yaris,2,0,2,4,8950000,28000,1000,3,4,1
5,Vezel,0,0,4,2,18390000,47,1500,1,4,1
22,Corolla,0,0,4,2,26990000,17,1800,1,4,1
22,Roomy,0,0,3,4,11200000,25,1000,1,4,1
8,Discovery,3,0,4,0,35000000,145000,3000,10,4,1
22,Land Cruiser Prado,0,0,4,4,59500000,20,2700,1,4,1
5,Vezel,3,0,4,4,11700000,91000,1490,10,8,0
17,Viva Elite,3,0,2,4,4275000,88000,1000,16,2,1
3,Taft,3,0,2,4,7875000,1800,650,2,4,1
14,Montero,3,3,4,0,14800000,131800,2500,15,10,1
15,Navara,3,0,4,0,6000000,76000,2488,19,4,1
5,Vezel,0,0,4,2,18750000,0,1500,1,4,1
15,Sunny,3,1,5,4,4890000,275000,1300,19,1,0
20,Spacia,0,0,3,2,9775000,0,1000,1,4,1
10,ZS,0,0,4,4,12385000,0,1000,1,4,1
20,Spacia,1,0,2,2,9050000,0,660,1,4,0
15,Teana,3,0,5,4,8950000,102000,2500,18,4,1
22,Axio,3,0,5,2,10325000,120563,1500,11,9,1
0,Q2,2,0,2,4,11975000,84000,1000,8,4,1
5,Grace,3,0,5,2,9450000,160000,1490,12,6,1
6,Venue,1,0,4,4,11625000,0,1000,1,4,1
6,Venue,1,0,4,4,11625000,0,1000,1,4,1
22,Hilux,1,0,4,0,25900000,0,2800,1,4,1
22,Hilux,1,0,4,0,25900000,0,2800,1,4,1
8,Freelander,3,3,4,0,11750000,100000,2200,13,6,1
5,CRV,0,0,4,4,29700000,0,1500,1,4,1
22,Hilux,0,0,4,0,25900000,0,2800,1,4,1
22,Hilux,0,0,4,0,25900000,0,2800,1,4,1
14,EK Custom,2,0,2,2,8195000,3533,650,3,4,1
0,A3,2,0,4,4,20900000,5000,1000,3,4,1
6,Venue,1,0,4,4,11625000,0,1000,1,4,1
6,Venue,1,0,4,4,11625000,0,1000,1,4,1
6,Venue,1,0,4,4,11625000,0,1000,1,4,1
15,X-Trail,3,0,4,2,10500000,145000,1500,10,4,0
20,Alto,3,0,2,4,5190000,75498,650,9,4,0
17,Axia,3,0,2,4,5790000,41535,998,10,4,0
22,Allion,3,0,5,4,8875000,145000,1500,16,12,1
20,Celerio,3,3,2,4,4950000,121131,996,12,4,0
22,Rush,3,0,2,4,7350000,168093,1490,17,4,0
5,HR-V,3,0,2,4,5490000,275723,1590,26,4,0
2,Glory,3,0,4,4,8175000,36371,1490,5,4,0
6,Creta,3,0,2,4,8100000,124946,1591,9,4,0
22,Raize,0,3,5,4,14450000,0,1200,1,4,1
2,Glory,3,0,3,4,11990000,17211,1500,3,4,1
15,Dayz,3,0,2,4,8420000,14945,660,2,5,0
2,Glory,3,0,4,4,10975000,13972,1498,5,4,1
5,City,0,0,2,4,12500000,106,988,2,4,0
22,Yaris Ativ,0,0,5,2,18500000,20,1500,1,4,0
5,CRV,3,0,2,4,11500000,231000,2000,14,4,1
22,Raize,0,0,4,2,13675000,0,1200,1,12,1
22,Axio,3,0,5,2,9850000,231000,1500,11,4,1
22,Aqua,3,0,2,2,7550000,137000,1490,12,4,1
22,Aqua,3,0,2,2,8275000,127770,1490,10,4,0
20,Wagon R FZ,3,0,2,2,6725000,119077,650,8,4,1
22,Yaris,0,0,2,4,10000000,0,1000,1,6,0
4,Raptor Ranger,0,0,4,0,34850000,0,2000,1,6,1
9,LBX,2,0,2,2,25000000,3900,1500,2,6,0
22,Yaris,2,0,2,2,11550000,16000,1500,4,6,1
20,Wagon R FX,2,0,2,4,7350000,7659,650,3,4,0
0,e-tron,0,0,4,1,38000000,1000,0,2,4,1
22,Raize,2,0,6,4,13550000,3000,1200,2,6,1
20,Wagon R Stingray,3,0,2,4,5790000,131174,650,12,4,0
20,Spacia,0,0,2,2,9550000,0,660,2,6,1
22,Yaris,0,0,2,4,9950000,0,1000,1,4,1
15,X-Trail,3,0,2,2,13975000,135562,1997,10,4,0
20,Wagon R FZ,3,0,2,4,6850000,84169,650,8,4,1
22,Yaris,2,0,2,4,10175000,2000,1000,1,4,1
22,Premio,3,0,2,4,12690000,157825,1500,10,4,1
5,Fit,3,0,2,2,8950000,109286,1490,10,4,0
22,Prius,3,0,5,2,11500000,254000,1800,12,9,1
20,Wagon R FX,2,0,2,4,7380000,4744,650,3,4,0
6,Grand i10,3,0,2,4,5990000,72505,998,8,4,0
4,Mustang,3,0,4,1,40000000,19000,0,2,4,1
15,Dayz,2,0,2,2,8450000,4300,660,3,6,1
22,Yaris,2,0,2,4,10075000,17000,1000,3,4,1
22,Land Cruiser Prado,3,0,4,4,50500000,22750,2700,3,10,1
22,Yaris,2,0,2,4,10075000,18000,1000,3,4,1
22,Aqua,3,0,2,2,7300000,153000,1500,13,6,1
20,Wagon R FX,2,0,2,4,7380000,7467,650,3,4,0
22,Harrier,0,0,4,4,39500000,0,2000,1,4,1
22,Hilux,3,0,4,0,11300000,168000,3000,21,12,1
16,Compass,3,0,6,4,13090000,63000,1368,7,4,1
9,HS250H,3,0,5,2,12500000,160000,2494,17,4,1
20,Wagon R FX,2,0,2,4,7380000,4854,650,3,4,0
22,Urban Cruiser,0,0,6,2,17590000,0,1000,0,4,1
5,CRV,0,0,4,4,29700000,0,1500,1,4,1
22,Land Cruiser Sahara,2,0,4,0,115000000,1000,3300,2,4,1
22,Land Cruiser Prado,3,0,4,4,41000000,128000,2700,9,4,1
15,Almera,0,0,5,4,13490000,0,1000,1,4,1
3,Mira,1,0,2,4,6350000,7,660,1,4,1
22,Other Model,3,0,6,2,16790000,0,1500,1,4,1
3,Mira,2,0,2,4,6400000,1400,660,2,4,1
22,Hilux,0,0,4,0,28500000,0,2800,1,4,1
22,Hilux,0,0,4,0,29500000,0,2800,0,4,1
5,CRV,0,0,4,4,29700000,0,1500,1,4,1
20,Wagon R FX,2,0,2,4,7380000,8870,650,3,4,0
0,Q7,3,0,4,4,31000000,71500,3000,11,4,1
20,Spacia,2,0,2,2,9600000,10000,650,3,4,1
20,Maruti,3,1,5,4,1950000,100000,800,11,4,0
20,Wagon R ZX,0,0,2,2,8850000,250,660,1,4,1
21,Indica,3,1,2,4,2900000,78000,1193,12,4,0
20,Grand Vitara,3,0,4,4,9000000,130000,2000,14,4,1
3,Mira,2,0,2,4,6675000,1200,650,1,4,1
7,Other Model,0,3,4,4,13000000,0,1000,1,4,1
20,Wagon R FZ,3,0,2,2,6650000,55000,650,9,4,1
20,Wagon R FX,2,0,2,4,7150000,5000,660,2,12,1
7,Other Model,0,0,4,4,12475000,0,1000,1,4,1
20,Wagon R FX,3,0,2,2,5700000,93000,660,8,4,0
12,GLB,0,0,4,4,44700000,0,1340,1,4,1
5,Vezel,2,0,4,2,16975000,10000,1500,3,4,1
4,Raptor Ranger,3,0,4,0,23500000,130000,3200,9,4,1
20,SX4,3,0,2,4,4990000,160000,1600,16,4,0
0,A6,3,0,5,4,15000000,105000,2000,14,4,0
22,Prius,3,0,5,2,8300000,242000,1790,16,4,1
7,Other Model,0,0,6,4,12690000,0,1000,0,4,1
20,Swift,3,0,2,4,4200000,140000,1300,22,4,1
22,Taisor,0,0,2,4,11200000,0,1000,1,4,1
5,Vezel,3,0,4,2,9000000,170000,1500,12,4,1
22,Taisor,0,0,6,4,11890000,0,1000,1,4,1
22,Taisor,0,0,2,4,11090000,0,1000,1,4,1
22,Vitz,3,0,2,4,6200000,84000,1000,17,4,1
22,Taisor,0,0,2,4,11400000,0,1000,1,4,1
14,Eclipse Cross,3,0,6,4,13990000,50000,1500,8,4,0
22,Yaris Ativ,0,0,5,2,18700000,0,1500,1,4,1
22,Prius,3,0,6,4,10500000,220000,1800,13,6,1
22,Hilux,0,0,4,0,28790000,0,2800,1,4,1
22,Axio,3,0,5,4,8900000,176000,1490,12,9,1
0,Q2,3,0,2,4,12590000,70000,1000,8,4,1
22,Yaris,2,0,2,4,9100000,10000,1000,3,6,1
20,Alto,3,1,2,4,3800000,117000,800,11,4,0
20,Alto,3,1,2,4,3350000,92000,660,23,4,1
3,Taft,2,0,2,4,7800000,5000,650,3,6,1
3,Mira,2,0,2,4,6750000,5000,650,3,6,1
1,530i,3,0,5,4,31000000,56000,2000,9,4,1
20,Swift,3,0,2,2,12000000,18800,1200,2,4,1
20,Fronx,0,0,2,4,11275000,0,1000,1,4,1
14,Delica,3,0,2,4,9650000,650,5000,2,4,1
15,Aura,2,0,2,2,14495000,6000,1200,1,4,1
15,Almera,0,0,5,4,13600000,0,1000,1,4,1
14,Montero,3,0,4,0,15000000,170000,2800,20,4,1
7,Other Model,0,0,4,4,12300000,78,1000,1,4,1
22,Roomy,3,0,3,4,8400000,175000,990,9,17,1
20,Alto,3,1,2,4,3690000,127000,800,10,4,1
22,Yaris,3,0,2,4,9750000,9000,1000,3,4,1
0,A3,3,0,2,4,13500000,95000,1000,9,4,0
22,Raize,2,3,4,4,13450000,18000,1200,2,4,1
1,740i,3,0,5,2,28500000,86000,3000,11,4,1
14,Montero,3,0,4,0,13975000,157410,2500,15,4,1
22,Raize,3,3,4,4,12650000,15000,1000,5,4,1
5,Vezel,0,0,4,2,20250000,0,1500,1,5,1
0,A3,3,0,5,4,20850000,10000,1000,3,4,1
22,Hilux,0,3,4,0,28300000,70,2800,1,4,1
22,Raize,0,0,4,2,14000000,0,1200,1,6,0
14,Montero,3,3,4,0,14800000,184000,2500,14,10,1
5,Vezel,3,0,4,2,8600000,137000,1490,12,6,0
20,Wagon R,0,0,3,4,7875000,600,660,1,4,1
18,5008,0,0,4,2,37890000,20,1290,1,4,1
22,CHR,3,0,4,4,12950000,95000,1200,8,1,1
22,Hilux,0,0,4,0,30000000,500,2800,1,6,1
20,Wagon R FX,0,0,2,2,8175000,5,660,1,4,1
16,Model 3,0,0,5,1,32500000,65,0,2,4,1
5,Grace,3,0,5,2,11350000,107000,1490,9,4,1
22,Land Cruiser Sahara,3,0,4,0,69500000,80000,4461,8,4,1
20,Alto,1,0,2,4,6250000,10000,660,2,4,1
5,Grace,3,0,5,2,9290000,78100,1490,12,4,1
20,Alto,1,0,2,2,6500000,5000,660,2,4,1
22,CHR,3,0,4,4,13590000,101900,1190,8,4,1
8,Range Rover Velar,3,0,4,4,43950000,45000,2000,8,4,1
6,Venue,1,0,4,4,11625000,0,1000,1,4,1
6,Venue,1,0,4,4,11625000,0,1000,1,4,1
12,A250,2,0,5,2,27990000,7500,1340,3,4,1
22,Yaris,2,0,4,2,9875000,5000,2700,3,4,1
12,C200,2,0,5,4,38950000,33000,1500,3,4,1
20,Wagon R,3,0,2,4,5775000,80107,650,8,12,0
22,Fortuner,3,0,4,0,16950000,169000,3000,13,1,1
5,Vezel,0,0,4,2,19375000,0,1500,1,4,1
22,Yaris,2,0,2,4,8975000,12000,1000,3,4,1
20,Fronx,0,0,2,4,11275000,0,1000,1,4,1
16,KUV 100,3,1,4,4,5650000,91000,1200,6,6,0
22,Alphard,2,0,3,2,59590000,2500,2500,2,4,1
22,Yaris Ativ,0,0,5,4,16100000,7,1200,1,6,1
5,Vezel,0,0,4,2,17650000,0,1500,1,1,1
15,Dayz,0,0,2,4,8590000,0,650,1,4,1
5,Civic,3,0,2,4,12000000,78000,1000,8,4,1
22,Land Cruiser Prado,2,3,4,4,50000000,15000,2790,3,4,1
20,XBee,0,0,2,2,10290000,66,1000,3,4,1
22,Vitz,3,0,2,4,8000000,49000,1000,7,4,1
12,C200,3,3,5,4,33500000,13800,1498,7,4,1
11,Flair,0,0,2,2,8550000,10,658,1,4,1
0,Q2,3,0,4,4,13500000,158000,1000,8,4,0
11,Familia,3,0,5,4,3790000,199000,1500,24,4,1
4,Ranger,3,1,2,0,8300000,182000,2500,15,4,1
5,City,0,0,5,4,13600000,5,990,1,6,1
22,Roomy,2,0,2,4,8850000,17405,1000,3,4,1
5,Vezel,0,0,4,4,17900000,0,1500,1,4,1
22,Raize,0,0,2,2,13875000,0,1200,2,4,1
15,Aura,1,0,2,2,12500000,30000,1200,3,4,1
5,N-Box,0,0,2,4,8750000,10,658,1,4,1
5,Civic,3,0,2,4,12850000,69000,1000,9,9,1
22,Raize,3,0,4,4,11950000,33605,1000,3,4,1
3,Taft,0,0,2,4,8250000,0,650,1,4,1
22,Roomy,3,0,2,4,8750000,24805,1000,3,4,1
2,Glory,3,0,4,4,8650000,18000,1498,5,4,0
3,Mira,2,0,2,4,6200000,4000,650,2,4,0
7,EV5,0,0,4,1,31000000,0,0,2,4,1
0,A3,2,0,5,4,18650000,17000,1000,3,4,1
7,EV5,0,0,4,1,31000000,0,0,2,4,1
7,EV5,0,0,4,1,31000000,0,0,2,4,1
5,City,0,0,5,4,13000000,0,1000,1,4,1
14,Eclipse Cross,3,0,4,4,10500000,17000,1500,3,5,0
6,Venue,1,0,4,4,11625000,0,1000,1,4,1
22,Premio,3,0,5,4,16750000,89000,1500,7,4,1
0,A3,2,0,5,4,22500000,13000,1000,3,4,1
3,Mira,2,0,2,4,6490000,3000,660,2,4,1
3,Mira,0,0,2,4,6490000,4000,660,2,4,1
5,Vezel,0,0,4,2,20200000,0,1500,1,10,1
22,Yaris Ativ,0,0,5,2,18590000,0,1500,1,4,1
14,Montero,3,0,4,0,22000000,116000,3200,13,4,1
22,Land Cruiser Prado,3,1,4,0,12290000,230000,3000,29,4,1
20,Hustler,3,0,2,4,6000000,74000,650,11,12,1
22,Taisor,0,0,2,4,10950000,0,1000,1,4,1
22,Roomy,0,0,2,4,11600000,0,650,1,4,1
7,Sorento,3,0,4,0,11590000,150000,2200,14,4,1
6,Other Model,0,0,6,4,18990000,0,1500,0,4,1
20,Alto,3,1,2,4,3100000,140000,800,16,10,1
8,Discovery,3,0,4,0,34790000,150000,3000,12,4,1
22,Land Cruiser Sahara,0,0,6,0,120000000,10,3446,1,6,1
22,Ractis,3,0,5,4,6450000,144200,1300,16,6,0
22,Taisor,0,0,4,4,11750000,0,1000,1,4,1
10,Other Model,0,0,6,4,18990000,0,1500,0,4,1
20,Maruti,3,1,2,4,2330000,97700,800,16,12,0
22,Land Cruiser Sahara,0,0,4,4,89500000,0,3600,1,4,1
5,Civic,3,0,2,4,12500000,82283,988,9,14,1
9,LX600,0,0,4,4,125000000,0,3500,2,4,0
20,Maruti,3,1,2,4,2175000,131200,800,19,6,1
20,Wagon R FX,0,0,2,4,7600000,5,660,1,6,1
22,Taisor,0,0,2,4,11750000,0,1000,1,4,1
18,3008,3,0,4,4,17900000,63000,1198,6,4,1
20,Wagon R,0,0,2,2,9150000,0,650,1,4,1
9,RX450h,3,0,4,2,16350000,111000,3450,15,4,1
22,Rush,3,0,4,4,13750000,101640,1498,7,4,1
22,Allion,3,0,5,4,11300000,120000,1500,13,4,0
16,Wrangler,3,0,4,0,35000000,141000,2776,13,4,1
15,Qashqai,3,0,4,4,13350000,55000,1197,8,4,1
12,GLA 200,3,0,4,4,26500000,61000,1595,7,4,1
3,Mira,2,0,2,4,6490000,1340,650,2,4,1
5,Fit,3,0,4,2,8350000,94181,1490,12,4,1
3,Mira,2,0,2,4,6290000,3700,650,2,6,1
22,Hilux,3,0,4,0,23625000,21537,2400,3,4,1
22,Vitz,3,0,4,2,7795000,146109,990,8,4,1
3,Mira,2,0,2,4,6290000,3700,650,2,6,1
20,Wagon R FZ,3,0,2,2,6475000,93095,650,9,4,0
15,Wingroad,3,0,2,4,3495000,217294,1500,27,4,0
5,Fit,3,0,4,4,5675000,220000,1330,17,4,1
12,E240,3,0,5,4,10495000,110359,2600,22,4,0
22,Yaris,2,0,2,4,8800000,28100,1000,3,6,1
15,Dayz,2,0,2,4,8195000,1976,650,1,4,0
22,Yaris Cross,2,0,2,2,15600000,28000,1490,3,6,1
18,5008,0,0,4,2,35500000,200,1200,1,4,1
22,Aqua,3,0,2,2,8500000,115000,1500,11,4,1
22,Hilux,0,0,4,0,28950000,3,2800,0,4,1
22,Raize,1,0,4,2,13250000,3,1200,1,4,1
5,Vezel,1,0,4,2,18000000,3,1500,1,4,1
20,Alto,2,0,2,2,6850000,30000,660,3,4,1
15,Dayz,0,0,2,2,8200000,600,660,2,4,1
15,Roox,0,0,2,2,8990000,1000,660,2,4,1
22,Yaris Cross,2,0,4,2,15490000,32000,1500,3,4,1
22,Yaris Cross,2,0,4,2,15790000,24000,1500,3,4,1
5,Accord,3,0,5,4,2100000,277200,2000,34,16,1
21,Other Model,3,0,4,4,10700000,11000,1200,1,4,1
22,Aqua,2,0,2,2,15000000,20000,1500,3,5,1
3,Mira,2,0,2,4,6450000,2000,660,3,5,1
20,Wagon R,2,0,2,4,8300000,1200,660,2,4,1
22,Raize,2,0,4,4,12950000,19000,1200,3,4,1
22,Raize,0,0,4,4,13600000,0,1200,1,4,1
5,CRV,0,3,6,4,33500000,0,1498,2,4,1
5,CRV,0,3,4,4,34000000,0,1498,2,4,1
1,X1,3,0,4,4,21500000,79800,1499,6,4,1
11,Familia,3,1,2,4,2150000,200000,1540,32,19,0
1,520d,3,0,5,0,22500000,190000,2000,12,4,1
16,T9,0,0,4,0,16850000,0,2000,1,4,1
15,Sunny,3,1,5,4,4100000,92000,1500,24,6,1
22,Yaris,3,0,5,4,5975000,130088,1300,17,4,0
7,Sportage,3,0,4,4,4975000,175000,2000,20,4,0
6,Eon,3,1,2,4,4190000,69000,800,9,4,1
20,Maruti,3,1,2,4,2690000,40000,800,12,4,1
20,A-Star,3,0,2,4,4475000,125000,1000,14,4,0
22,Fortuner,3,0,4,0,17000000,205000,2982,12,6,1
17,Kelisa,3,0,2,4,3150000,165000,1000,20,4,0
15,AD Wagon,3,1,6,4,1690000,212000,1200,35,4,0
22,Raize,2,0,4,4,11600000,22343,1000,2,4,1
5,Vezel,3,0,4,2,9650000,160000,1490,11,4,1
22,Tank,3,0,3,4,8150000,79000,1000,8,4,1
15,Sunny,3,0,5,4,3995000,221500,1500,25,9,1
20,Wagon R FZ,3,0,2,2,6750000,64000,650,9,9,0
22,Allion,3,0,5,4,8300000,182000,1800,19,4,1
22,Vitz,3,0,2,4,7700000,92500,990,8,9,1
0,A3,3,3,5,4,20400000,60000,1200,7,4,0
5,Vezel,3,0,2,4,9700000,70000,1490,11,4,1
15,Almera,0,0,5,4,13050000,0,1000,1,4,1
20,Wagon R FZ,3,0,2,2,6500000,96000,650,9,4,1
22,Belta,3,0,5,4,6395000,126000,1300,18,1,1
22,Premio,3,0,5,4,11925000,154000,1500,12,4,1
20,Wagon R FZ,3,0,2,2,6500000,203000,660,9,10,1
22,Yaris,2,0,5,4,8790000,18000,1000,3,12,1
22,Land Cruiser Prado,2,0,4,4,51250000,16200,2700,3,4,1
22,Vitz,3,0,2,4,8200000,69000,1000,9,4,1
22,Land Cruiser Prado,3,0,4,4,41800000,18400,2700,10,4,1
20,Swift,3,0,2,4,4500000,164737,1300,23,4,1
22,Roomy,2,0,5,4,9850000,21000,1000,3,4,1
3,Atrai Wagon,3,0,2,4,6200000,70000,650,8,4,0
22,Roomy,2,0,5,4,9950000,16700,1000,3,4,1
5,Vezel,3,0,4,2,16900000,38000,1500,3,4,1
20,Swift,3,0,2,4,8850000,66000,1000,8,4,1
18,E-2008,3,0,4,1,15750000,9000,0,4,4,1
20,Wagon R,2,0,2,2,8395000,2500,650,2,4,1
5,Fit Shuttle,3,0,5,2,8475000,89000,1300,14,4,1
20,Swift,3,0,2,4,5500000,114000,1240,16,4,0
0,A3,2,0,2,4,19250000,5000,1000,2,4,1
5,Vezel,1,0,4,2,19300000,0,1500,0,4,1
22,Axio,3,0,5,2,10500000,160000,1500,10,4,1
5,Vezel,0,0,6,2,20100000,0,1500,1,4,1
22,Prius,3,0,5,2,9975000,193000,1800,13,6,0
1,318i,3,3,5,4,19000000,100000,1500,9,4,1
0,A5,3,3,5,4,21000000,60000,1500,8,4,1
22,Axio,3,0,5,2,13500000,114500,1490,8,4,1
5,Vezel,2,3,4,2,19300000,5000,1500,2,4,1
0,A3,2,3,2,4,19500000,10000,1000,3,4,1
22,Land Cruiser Sahara,3,3,4,0,64500000,120000,4500,10,4,1
20,Alto,3,1,2,4,3990000,59774,800,11,14,0
22,Premio,3,0,5,4,11000000,111000,1500,13,4,1
22,Raize,2,0,4,4,13390000,13000,1200,4,4,1
22,Taisor,0,0,4,4,12290000,10,1000,1,4,1
22,Taisor,0,0,4,4,12390000,10,1000,1,4,1
22,Taisor,0,0,4,4,12290000,20,1000,1,4,1
22,Raize,0,0,4,2,14200000,0,1200,1,4,1
5,Vezel,0,0,4,2,20500000,0,1500,1,4,1
8,Defender,0,0,4,2,89500000,0,2000,1,4,1
12,GLB,3,0,4,4,26000000,78000,1300,6,4,1
15,Sunny,3,1,5,4,1875000,140000,1400,34,6,1
3,Mira,0,0,2,4,6950000,300,650,1,6,1
8,Defender,3,1,4,0,37500000,203000,2200,12,4,0
22,Land Cruiser Prado,3,0,4,4,26900000,112000,2700,14,4,1
10,ZS,3,0,4,4,8200000,90000,1000,8,4,0
22,Land Cruiser Prado,0,0,4,4,59500000,700,2700,2,4,1
16,Rexton,3,0,4,0,11750000,110000,2000,11,4,1
20,Spacia,0,0,6,2,9400000,650,660,1,4,1
0,A1,3,0,2,4,8800000,94000,1800,10,4,1
22,Yaris Ativ,0,0,5,4,14900000,0,1200,1,4,0
22,Aqua,3,0,2,2,6375000,1,1500,12,6,1
22,Allion,3,0,4,4,9200000,140000,1500,16,1,1
5,Fit Aria,3,0,5,4,4500000,355000,1500,18,5,0
20,Alto,2,0,2,4,6600000,4000,660,2,4,1
22,Premio,3,0,5,4,10590000,163000,1500,13,4,1
22,Raize,1,0,2,4,12250000,0,1000,1,4,1
7,Sportage,3,0,4,4,8950000,135000,2000,15,4,1
1,740Li,3,0,5,4,18950000,90000,3000,15,4,1
22,Yaris,2,0,2,4,8790000,19000,1000,3,4,1
16,Cooper,3,3,2,4,16200000,76800,1500,10,4,1
7,Sportage,3,0,4,0,10950000,68000,2000,12,4,1
3,Taft,2,0,2,4,7950000,9000,650,3,4,1
17,Viva Elite,3,0,2,4,4200000,178000,1000,16,5,0
3,Terios,3,0,2,4,6750000,144000,1500,19,4,1
15,Sunny,3,0,5,4,4675000,225000,1500,22,4,1
12,C200,3,0,5,4,25250000,84000,1500,7,4,1
15,Tiida,3,0,5,4,5850000,162000,1500,19,4,1
4,Raptor Ranger,0,0,4,0,34000000,0,2000,1,4,1
22,Taisor,0,0,4,4,12150000,0,1000,1,4,1
13,Chery Tiggo Pro4,3,0,6,4,9350000,10000,1500,2,4,1
23,Polo,0,0,2,4,12750000,1000,1000,2,4,1
10,6,3,1,5,4,5870000,85000,1800,12,18,1
5,Grace,3,0,5,2,9150000,93000,1500,10,4,1
0,Q7,0,0,4,4,74500000,0,2000,1,4,0
22,CHR,3,0,2,4,13490000,86000,1200,8,4,1
5,Vezel,0,0,6,2,18850000,0,1500,1,4,1
22,Yaris,0,0,2,4,10950000,275,1000,1,4,1
3,Mira,0,0,2,4,6950000,248,660,1,4,1
22,Prius,3,0,2,2,7200000,204000,1500,18,4,1
22,Harrier,3,0,4,4,25200000,89000,1980,10,4,1
22,Vitz,3,0,2,4,7450000,146000,1000,11,4,0
20,Spacia,0,0,6,4,10260000,0,650,1,4,1
22,Prius,3,0,5,4,6870000,167000,1500,16,12,0
20,Hustler,1,0,2,2,8000000,18326,650,2,6,1
7,Picanto,3,0,2,4,5650000,82833,1000,10,4,0
12,C200,3,0,5,4,23600000,84000,1500,7,4,1
5,Vezel,3,0,6,4,15000000,42609,1490,8,6,1
15,Leaf,3,0,5,1,13500000,26000,0,4,4,1
7,Other Model,0,0,2,4,12250000,12,1000,1,4,1
0,A4,3,3,5,4,14000000,66000,1800,12,4,0
22,Yaris,0,0,5,4,16200000,0,1200,1,4,1
0,A3,3,0,5,4,14895000,61000,1500,7,4,1
20,Spacia,2,0,2,2,8290000,4500,660,3,4,1
14,eK Wagon,2,0,5,4,7300000,5000,650,3,6,1
22,Yaris Cross,3,0,4,2,15290000,20000,1500,3,4,1
12,C200,3,0,5,4,21500000,97000,1500,6,4,1
20,Spacia,3,0,2,4,7090000,84000,660,8,4,1
22,Land Cruiser Sahara,0,0,4,4,95000000,0,3500,1,4,1
3,Taft,2,0,2,4,8250000,2000,660,2,4,1
20,S-Cross,3,0,4,4,8990000,33850,1000,8,4,1
20,XBee,0,0,2,4,10250000,68,1000,3,4,1
22,Roomy,2,0,2,4,10250000,15000,1000,3,4,1
22,Harrier,2,0,4,4,36575000,10000,2000,3,4,1
22,Passo,2,0,2,4,8400000,17000,1000,2,6,1
22,Aqua,3,0,2,4,8350000,105000,1500,11,4,1
0,Q2,3,0,4,4,12675000,70000,1000,8,4,1
7,Sorento,3,0,4,0,20700000,94000,2200,11,4,1
15,Dayz,2,0,2,4,7400000,5000,650,3,6,1
12,A250,2,0,5,4,27000000,10000,1330,4,4,0
0,Q4,3,0,4,1,35000000,7000,0,2,4,0
